x,y,landsat71_2
-28664.565225358834,-353435.872415971,66.3375
-28064.565225358834,-353435.872415971,74.64
-27464.565225358834,-353435.872415971,79.115
-26864.565225358834,-353435.872415971,66.6725
-26264.565225358834,-353435.872415971,69.5375
-25664.565225358834,-353435.872415971,64.3925
-25064.565225358834,-353435.872415971,63.7825
-24464.565225358834,-353435.872415971,65.3375
-23864.565225358834,-353435.872415971,65.305
-23264.565225358834,-353435.872415971,64.8275
-22664.565225358834,-353435.872415971,63.0975
-22064.565225358834,-353435.872415971,65.445
-21464.565225358834,-353435.872415971,66.505
-20864.565225358834,-353435.872415971,63.9925
-20264.565225358834,-353435.872415971,65.2125
-19664.565225358834,-353435.872415971,62.7625
-19064.565225358834,-353435.872415971,59.73
-18464.565225358834,-353435.872415971,61.4
-17864.565225358834,-353435.872415971,60.0425
-17264.565225358834,-353435.872415971,61.735
-16664.565225358834,-353435.872415971,70.81
-16064.565225358834,-353435.872415971,73.5675
-15464.565225358834,-353435.872415971,69.57
-14864.565225358834,-353435.872415971,63.7675
-14264.565225358834,-353435.872415971,65.75
-13664.565225358834,-353435.872415971,70.49
-13064.565225358834,-353435.872415971,63.925
-12464.565225358834,-353435.872415971,67.0875
-11864.565225358834,-353435.872415971,71.34
-11264.565225358834,-353435.872415971,59.9625
-10664.565225358834,-353435.872415971,63.745
-10064.565225358834,-353435.872415971,64.235
-9464.565225358834,-353435.872415971,62.95
-8864.565225358834,-353435.872415971,68.315
-8264.565225358834,-353435.872415971,55.87
-7664.565225358834,-353435.872415971,52.89
-7064.565225358834,-353435.872415971,52.9175
-6464.565225358834,-353435.872415971,55.1825
-5864.565225358834,-353435.872415971,52.4275
-5264.565225358834,-353435.872415971,55.435
-4664.565225358834,-353435.872415971,52.035
-4064.565225358834,-353435.872415971,53.875
-3464.565225358834,-353435.872415971,52.235
-2864.565225358834,-353435.872415971,55.2575
-2264.565225358834,-353435.872415971,64.5625
-1664.5652253588341,-353435.872415971,66.5525
-1064.5652253588341,-353435.872415971,68.345
-464.56522535883414,-353435.872415971,68.0425
135.43477464116586,-353435.872415971,70.07
735.4347746411659,-353435.872415971,76.73
1335.4347746411659,-353435.872415971,55.395
1935.4347746411659,-353435.872415971,59.4675
2535.434774641166,-353435.872415971,61.235
3135.434774641166,-353435.872415971,60.8775
3735.434774641166,-353435.872415971,59.845
4335.434774641166,-353435.872415971,60.5775
4935.434774641166,-353435.872415971,66.7075
5535.434774641166,-353435.872415971,56.3125
6135.434774641166,-353435.872415971,61.765
6735.434774641166,-353435.872415971,60.195
7335.434774641166,-353435.872415971,63.7125
7935.434774641166,-353435.872415971,66.3725
8535.434774641166,-353435.872415971,60.54
9135.434774641166,-353435.872415971,65.6925
9735.434774641166,-353435.872415971,65.3075
